77824	Q0	77829	1	0.8372291	bi_encoder
77824	Q0	77830	2	0.80853343	bi_encoder
77824	Q0	78025	3	0.76976967	bi_encoder
77824	Q0	77851	4	0.76537704	bi_encoder
77824	Q0	77838	5	0.76016086	bi_encoder
77824	Q0	77860	6	0.7493274	bi_encoder
77824	Q0	163176	7	0.71956354	bi_encoder
77824	Q0	163053	8	0.7042378	bi_encoder
77824	Q0	77827	9	0.7036083	bi_encoder
77824	Q0	154322	10	0.6954931	bi_encoder
77824	Q0	168539	11	0.6897601	bi_encoder
77824	Q0	77841	12	0.6888597	bi_encoder
77824	Q0	48873	13	0.68416244	bi_encoder
77824	Q0	142716	14	0.68248343	bi_encoder
77824	Q0	183164	15	0.67907083	bi_encoder
77824	Q0	61937	16	0.67523634	bi_encoder
77824	Q0	61840	17	0.6749594	bi_encoder
77824	Q0	166577	18	0.67439353	bi_encoder
77824	Q0	61720	19	0.6735866	bi_encoder
77824	Q0	109128	20	0.67336977	bi_encoder
77824	Q0	142717	21	0.67264616	bi_encoder
77824	Q0	25201	22	0.66900504	bi_encoder
77824	Q0	25180	23	0.6672627	bi_encoder
77824	Q0	13872	24	0.666048	bi_encoder
77824	Q0	20349	25	0.6657134	bi_encoder
77824	Q0	163040	26	0.66366494	bi_encoder
77824	Q0	152945	27	0.65762174	bi_encoder
77824	Q0	163793	28	0.6569711	bi_encoder
77824	Q0	25199	29	0.65626943	bi_encoder
77824	Q0	23064	30	0.6537924	bi_encoder
77824	Q0	90729	31	0.65247613	bi_encoder
77824	Q0	173231	32	0.65242904	bi_encoder
77824	Q0	180119	33	0.65206814	bi_encoder
77824	Q0	73626	34	0.6488179	bi_encoder
77824	Q0	169759	35	0.6479145	bi_encoder
77824	Q0	187847	36	0.6474172	bi_encoder
77824	Q0	112716	37	0.6471549	bi_encoder
77824	Q0	11279	38	0.6466639	bi_encoder
77824	Q0	154633	39	0.6461344	bi_encoder
77824	Q0	55592	40	0.64555776	bi_encoder
77824	Q0	77852	41	0.64542145	bi_encoder
77824	Q0	183234	42	0.6444912	bi_encoder
77824	Q0	49740	43	0.6441101	bi_encoder
77824	Q0	60931	44	0.6439206	bi_encoder
77824	Q0	173283	45	0.6438872	bi_encoder
77824	Q0	110165	46	0.6432054	bi_encoder
77824	Q0	21634	47	0.6431103	bi_encoder
77824	Q0	102010	48	0.6429459	bi_encoder
77824	Q0	8434	49	0.64268565	bi_encoder
77824	Q0	42393	50	0.6425009	bi_encoder
77824	Q0	135053	51	0.6413413	bi_encoder
77824	Q0	60069	52	0.64058137	bi_encoder
77824	Q0	3223	53	0.63977265	bi_encoder
77824	Q0	163777	54	0.6390754	bi_encoder
77824	Q0	43512	55	0.6389457	bi_encoder
77824	Q0	16890	56	0.6380249	bi_encoder
77824	Q0	147423	57	0.6366135	bi_encoder
77824	Q0	104093	58	0.63660705	bi_encoder
77824	Q0	20344	59	0.6364302	bi_encoder
77824	Q0	42356	60	0.6354188	bi_encoder
77824	Q0	153091	61	0.635355	bi_encoder
77824	Q0	21777	62	0.6349088	bi_encoder
77824	Q0	147534	63	0.63488847	bi_encoder
77824	Q0	103876	64	0.634761	bi_encoder
77824	Q0	103418	65	0.634687	bi_encoder
77824	Q0	48540	66	0.63466823	bi_encoder
77824	Q0	119696	67	0.63438886	bi_encoder
77824	Q0	129201	68	0.6340314	bi_encoder
77824	Q0	144627	69	0.6338662	bi_encoder
77824	Q0	117231	70	0.63383704	bi_encoder
77824	Q0	4789	71	0.6328921	bi_encoder
77824	Q0	66264	72	0.6321024	bi_encoder
77824	Q0	173886	73	0.6320494	bi_encoder
77824	Q0	49739	74	0.632015	bi_encoder
77824	Q0	24705	75	0.6309031	bi_encoder
77824	Q0	184156	76	0.6308418	bi_encoder
77824	Q0	59996	77	0.63033414	bi_encoder
77824	Q0	48874	78	0.6302887	bi_encoder
77824	Q0	62103	79	0.6302343	bi_encoder
77824	Q0	94634	80	0.62940526	bi_encoder
77824	Q0	11299	81	0.6290585	bi_encoder
77824	Q0	36389	82	0.62880564	bi_encoder
77824	Q0	71956	83	0.62774485	bi_encoder
77824	Q0	90868	84	0.6276672	bi_encoder
77824	Q0	141123	85	0.6274543	bi_encoder
77824	Q0	163653	86	0.62743247	bi_encoder
77824	Q0	36554	87	0.62728244	bi_encoder
77824	Q0	21184	88	0.62691116	bi_encoder
77824	Q0	103900	89	0.6269065	bi_encoder
77824	Q0	91760	90	0.6268752	bi_encoder
77824	Q0	18969	91	0.62687486	bi_encoder
77824	Q0	104542	92	0.6265665	bi_encoder
77824	Q0	116278	93	0.6265384	bi_encoder
77824	Q0	135830	94	0.62628	bi_encoder
77824	Q0	72810	95	0.62585473	bi_encoder
77824	Q0	181976	96	0.62572503	bi_encoder
77824	Q0	102948	97	0.62549484	bi_encoder
77824	Q0	73554	98	0.62516063	bi_encoder
77824	Q0	21637	99	0.6250477	bi_encoder
77824	Q0	142718	100	0.62503386	bi_encoder
102402	Q0	126122	1	0.76707983	bi_encoder
102402	Q0	115082	2	0.7517358	bi_encoder
102402	Q0	118237	3	0.74679005	bi_encoder
102402	Q0	66344	4	0.7462791	bi_encoder
102402	Q0	176200	5	0.73979604	bi_encoder
102402	Q0	89256	6	0.73357296	bi_encoder
102402	Q0	61754	7	0.7320738	bi_encoder
102402	Q0	92168	8	0.7266072	bi_encoder
102402	Q0	112527	9	0.71826667	bi_encoder
102402	Q0	118242	10	0.7132704	bi_encoder
102402	Q0	36054	11	0.7108944	bi_encoder
102402	Q0	105502	12	0.7095822	bi_encoder
102402	Q0	93090	13	0.70579326	bi_encoder
102402	Q0	131598	14	0.7053234	bi_encoder
102402	Q0	76549	15	0.69947374	bi_encoder
102402	Q0	40061	16	0.69915104	bi_encoder
102402	Q0	149531	17	0.69806963	bi_encoder
102402	Q0	118212	18	0.6915243	bi_encoder
102402	Q0	124712	19	0.6911311	bi_encoder
102402	Q0	102432	20	0.68948185	bi_encoder
102402	Q0	118313	21	0.6887334	bi_encoder
102402	Q0	146936	22	0.68515766	bi_encoder
